reserva_id,huesped,pais_residencia_declarado,documento_tipo,documento_en_legajo,canal,check_in,check_out,noches,tarifa_noche_ars,total_alojamiento_ars,desayuno_incluido,consumos_extra_ars,medio_pago,comprobante_clase,estado,motivo,neto_ars,iva_en_juego_ars
R-1147,T. Nakamura,AR,DNI,si,Booking.com,2026-08-25,2026-08-26,1,84200,84200,si,0,efectivo_ars,A,no_elegible,Huésped residente en Argentina,69587,0
R-1148,R. Muller,CL,Pasaporte,si,Directo web,2026-08-30,2026-09-01,2,113400,226800,si,0,transferencia_exterior,T,correcto,Transferencia desde banco del exterior,187438,39362
R-1149,J. Pereira,AR,DNI,si,Booking.com,2026-08-17,2026-08-19,2,92100,184200,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,152231,0
R-1150,T. Nakamura,CL,Pasaporte,si,Directo web,2026-06-14,2026-06-15,1,99300,99300,si,9800,tarjeta,T,correcto,Tarjeta MASTERCARD emitida en Chile (BIN 530312),82066,17234
R-1151,V. Romero,AR,DNI,si,Booking.com,2026-08-02,2026-08-03,1,104700,104700,si,0,efectivo_ars,B,no_elegible,Huésped residente en Argentina,86529,0
R-1152,E. Blanco,AR,DNI,si,Booking.com,2026-06-28,2026-07-01,3,94500,283500,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,234298,0
R-1153,S. Johnson,ES,Pasaporte,si,Expedia,2026-07-30,2026-08-02,3,91700,275100,si,0,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",227355,0
R-1154,T. Nakamura,AR,DNI,si,Booking.com,2026-06-18,2026-06-19,1,90800,90800,si,4500,transferencia_local,B,no_elegible,Huésped residente en Argentina,75041,0
R-1155,K. Novak,BR,Pasaporte,no,Booking.com,2026-08-28,2026-08-29,1,104700,104700,si,9800,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",86529,0
R-1156,J. Pereira,UY,Pasaporte,si,Booking.com,2026-08-09,2026-08-11,2,108500,217000,si,22000,tarjeta,B,fuga,Tarjeta VISA emitida en Uruguay (BIN 533012),179339,37661
R-1157,A. Costa,CL,Pasaporte,si,Directo web,2026-07-16,2026-07-17,1,85100,85100,si,22000,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",70331,0
R-1158,O. Ahmed,AR,DNI,si,Booking.com,2026-06-28,2026-07-02,4,116800,467200,si,0,transferencia_local,B,no_elegible,Huésped residente en Argentina,386116,0
R-1159,R. Muller,AR,DNI,si,Booking.com,2026-07-01,2026-07-04,3,87400,262200,si,0,efectivo_ars,A,no_elegible,Huésped residente en Argentina,216694,0
R-1160,M. Silva,ES,Pasaporte,si,Telefono/WhatsApp,2026-08-26,2026-08-29,3,106600,319800,si,15200,tarjeta,T,correcto,Tarjeta AMEX emitida en España (BIN 540012),264298,55502
R-1161,K. Novak,AR,DNI,si,Directo web,2026-06-25,2026-07-02,7,103100,721700,si,15200,tarjeta,A,no_elegible,Huésped residente en Argentina,596446,0
R-1162,R. Muller,AR,DNI,si,Booking.com,2026-08-07,2026-08-09,2,108400,216800,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,179174,0
R-1163,V. Romero,BR,Pasaporte,si,Directo web,2026-08-24,2026-08-26,2,96900,193800,si,4500,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",160165,0
R-1164,C. Rossi,FR,Pasaporte,si,Telefono/WhatsApp,2026-07-06,2026-07-08,2,98200,196400,si,22000,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",162314,0
R-1165,P. Dubois,UY,Pasaporte,no,Booking.com,2026-08-07,2026-08-08,1,102700,102700,si,9800,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",84876,0
R-1166,L. Fernandez,AR,DNI,si,Booking.com,2026-07-23,2026-07-26,3,98700,296100,si,9800,tarjeta,B,no_elegible,Huésped residente en Argentina,244711,0
R-1167,I. Petrov,BR,Pasaporte,no,Booking.com,2026-06-25,2026-06-28,3,102400,307200,si,9800,tarjeta,B,fuga,Tarjeta AMEX emitida en Brasil (BIN 516292),253884,53316
R-1168,G. Ferrari,AR,DNI,si,Despegar,2026-07-13,2026-07-16,3,104600,313800,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,259339,0
R-1169,B. Lindqvist,FR,Pasaporte,si,Expedia,2026-08-05,2026-08-08,3,107100,321300,si,22000,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",265537,0
R-1170,V. Romero,AR,DNI,si,Despegar,2026-07-18,2026-07-23,5,107300,536500,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,443388,0
R-1171,A. Costa,AR,DNI,si,Booking.com,2026-08-05,2026-08-06,1,91500,91500,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,75620,0
R-1172,R. Muller,CO,Pasaporte,si,Telefono/WhatsApp,2026-08-16,2026-08-18,2,102900,205800,si,0,transferencia_exterior,T,correcto,Transferencia desde banco del exterior,170083,35717
R-1173,D. Oliveira,AR,DNI,si,Booking.com,2026-06-12,2026-06-14,2,105400,210800,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,174215,0
R-1174,C. Rossi,US,Pasaporte,si,Telefono/WhatsApp,2026-07-20,2026-07-24,4,98700,394800,si,0,tarjeta,T,correcto,Tarjeta MASTERCARD emitida en Estados Unidos (BIN 414720),326281,68519
R-1175,D. Oliveira,CO,Pasaporte,no,Booking.com,2026-07-22,2026-07-24,2,107300,214600,si,0,efectivo_usd,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo usd)",177355,0
R-1176,L. Fernandez,CO,Pasaporte,no,Booking.com,2026-06-29,2026-07-01,2,86500,173000,si,0,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",142975,0
R-1177,A. Costa,AR,DNI,si,Directo web,2026-07-20,2026-07-21,1,90700,90700,si,22000,efectivo_ars,B,no_elegible,Huésped residente en Argentina,74959,0
R-1178,G. Ferrari,AR,DNI,si,Despegar,2026-08-08,2026-08-15,7,116100,812700,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,671653,0
R-1179,I. Petrov,AR,DNI,si,Booking.com,2026-07-20,2026-07-23,3,101200,303600,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,250909,0
R-1180,V. Romero,AR,DNI,si,Despegar,2026-08-04,2026-08-09,5,85700,428500,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,354132,0
R-1181,P. Dubois,AR,DNI,si,Telefono/WhatsApp,2026-07-31,2026-08-03,3,108300,324900,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,268512,0
R-1182,R. Muller,AR,DNI,si,Booking.com,2026-07-27,2026-07-29,2,86400,172800,si,4500,tarjeta,B,no_elegible,Huésped residente en Argentina,142810,0
R-1183,A. Costa,AR,DNI,si,Walk-in,2026-08-08,2026-08-11,3,107500,322500,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,266529,0
R-1184,E. Blanco,CO,Pasaporte,si,Booking.com,2026-08-25,2026-08-27,2,86200,172400,si,0,transferencia_exterior,T,correcto,Transferencia desde banco del exterior,142479,29921
R-1185,B. Lindqvist,US,Pasaporte,no,Booking.com,2026-07-07,2026-07-08,1,108000,108000,si,0,transferencia_exterior,T,riesgo_legajo,Transferencia desde banco del exterior,89256,18744
R-1186,S. Johnson,FR,Pasaporte,no,Booking.com,2026-07-10,2026-07-12,2,94000,188000,si,0,tarjeta,A,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",155372,0
R-1187,H. Weber,AR,DNI,si,Telefono/WhatsApp,2026-08-17,2026-08-19,2,87700,175400,si,4500,efectivo_ars,B,no_elegible,Huésped residente en Argentina,144959,0
R-1188,H. Weber,DE,Pasaporte,no,Booking.com,2026-06-17,2026-06-24,7,92000,644000,si,9800,transferencia_exterior,B,fuga,Transferencia desde banco del exterior,532231,111769
R-1189,L. Fernandez,US,Pasaporte,si,Booking.com,2026-06-22,2026-06-24,2,104700,209400,si,22000,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",173058,0
R-1190,P. Dubois,ES,Pasaporte,si,Booking.com,2026-06-24,2026-06-27,3,107000,321000,si,15200,efectivo_usd,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo usd)",265289,0
R-1191,B. Lindqvist,AR,DNI,si,Booking.com,2026-07-11,2026-07-15,4,99200,396800,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,327934,0
R-1192,S. Johnson,AR,DNI,si,Expedia,2026-08-21,2026-08-23,2,96000,192000,si,4500,tarjeta,B,no_elegible,Huésped residente en Argentina,158678,0
R-1193,O. Ahmed,AR,DNI,si,Directo web,2026-09-07,2026-09-09,2,95000,190000,si,9800,efectivo_ars,B,no_elegible,Huésped residente en Argentina,157025,0
R-1194,V. Romero,UY,Pasaporte,no,Booking.com,2026-07-29,2026-08-05,7,90100,630700,si,9800,tarjeta,B,fuga,Tarjeta MASTERCARD emitida en Uruguay (BIN 533012),521240,109460
R-1195,P. Dubois,AR,DNI,si,Booking.com,2026-07-04,2026-07-05,1,114000,114000,si,0,efectivo_ars,B,no_elegible,Huésped residente en Argentina,94215,0
R-1196,M. Silva,AR,DNI,si,Booking.com,2026-06-15,2026-06-19,4,95700,382800,si,15200,transferencia_local,B,no_elegible,Huésped residente en Argentina,316364,0
R-1197,O. Ahmed,CO,Pasaporte,no,Directo web,2026-08-29,2026-08-31,2,102200,204400,si,0,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",168926,0
R-1198,G. Ferrari,AR,DNI,si,Despegar,2026-06-30,2026-07-04,4,102300,409200,si,9800,tarjeta,B,no_elegible,Huésped residente en Argentina,338182,0
R-1199,T. Nakamura,AR,DNI,si,Despegar,2026-07-13,2026-07-16,3,104400,313200,si,0,efectivo_ars,B,no_elegible,Huésped residente en Argentina,258843,0
R-1200,G. Ferrari,AR,DNI,si,Booking.com,2026-08-20,2026-08-25,5,96900,484500,si,9800,tarjeta,B,no_elegible,Huésped residente en Argentina,400413,0
R-1201,H. Weber,ES,Pasaporte,no,Expedia,2026-08-26,2026-08-28,2,85500,171000,si,9800,tarjeta,A,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",141322,0
R-1202,R. Muller,AR,DNI,si,Booking.com,2026-06-17,2026-06-20,3,92600,277800,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,229587,0
R-1203,R. Muller,AR,DNI,si,Booking.com,2026-07-30,2026-08-01,2,99500,199000,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,164463,0
R-1204,N. Garcia,BR,Pasaporte,no,Directo web,2026-07-15,2026-07-17,2,101200,202400,si,0,tarjeta,B,fuga,Tarjeta VISA emitida en Brasil (BIN 516292),167273,35127
R-1205,B. Lindqvist,UY,Pasaporte,si,Booking.com,2026-07-03,2026-07-05,2,99200,198400,si,9800,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",163967,0
R-1206,A. Costa,AR,DNI,si,Telefono/WhatsApp,2026-07-26,2026-07-27,1,115700,115700,si,15200,transferencia_local,B,no_elegible,Huésped residente en Argentina,95620,0
R-1207,I. Petrov,FR,Pasaporte,si,Despegar,2026-06-16,2026-06-18,2,95500,191000,si,22000,efectivo_usd,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo usd)",157851,0
R-1208,K. Novak,AR,DNI,si,Directo web,2026-08-08,2026-08-09,1,99500,99500,si,4500,tarjeta,B,no_elegible,Huésped residente en Argentina,82231,0
R-1209,A. Costa,AR,DNI,si,Booking.com,2026-07-18,2026-07-19,1,101900,101900,si,0,transferencia_local,B,no_elegible,Huésped residente en Argentina,84215,0
R-1210,G. Ferrari,UY,Pasaporte,si,Despegar,2026-09-03,2026-09-06,3,91900,275700,si,0,transferencia_exterior,T,correcto,Transferencia desde banco del exterior,227851,47849
R-1211,L. Fernandez,DE,Pasaporte,no,Walk-in,2026-06-24,2026-06-25,1,91500,91500,si,9800,tarjeta,B,fuga,Tarjeta VISA emitida en Alemania (BIN 545612),75620,15880
R-1212,G. Ferrari,US,Pasaporte,no,Expedia,2026-07-02,2026-07-03,1,98200,98200,si,4500,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",81157,0
R-1213,O. Ahmed,AR,DNI,si,Despegar,2026-07-17,2026-07-20,3,96100,288300,si,9800,efectivo_ars,A,no_elegible,Huésped residente en Argentina,238264,0
R-1214,N. Garcia,AR,DNI,si,Booking.com,2026-06-24,2026-06-27,3,103900,311700,si,15200,tarjeta,A,no_elegible,Huésped residente en Argentina,257603,0
R-1215,K. Novak,AR,DNI,si,Booking.com,2026-07-04,2026-07-07,3,114600,343800,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,284132,0
R-1216,S. Johnson,AR,DNI,si,Despegar,2026-08-21,2026-08-22,1,104300,104300,si,0,tarjeta,A,no_elegible,Huésped residente en Argentina,86198,0
R-1217,S. Johnson,AR,DNI,si,Telefono/WhatsApp,2026-07-05,2026-07-08,3,110000,330000,si,0,transferencia_local,B,no_elegible,Huésped residente en Argentina,272727,0
R-1218,L. Fernandez,AR,DNI,si,Booking.com,2026-07-06,2026-07-07,1,89700,89700,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,74132,0
R-1219,A. Costa,AR,DNI,si,Booking.com,2026-08-22,2026-08-29,7,117000,819000,si,0,tarjeta,A,no_elegible,Huésped residente en Argentina,676860,0
R-1220,J. Pereira,AR,DNI,si,Despegar,2026-09-07,2026-09-09,2,84700,169400,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,140000,0
R-1221,O. Ahmed,AR,DNI,si,Walk-in,2026-06-23,2026-06-30,7,101800,712600,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,588926,0
R-1222,R. Muller,AR,DNI,si,Booking.com,2026-08-04,2026-08-05,1,95800,95800,si,0,efectivo_ars,B,no_elegible,Huésped residente en Argentina,79174,0
R-1223,H. Weber,AR,DNI,si,Expedia,2026-06-22,2026-06-24,2,101400,202800,si,4500,efectivo_ars,B,no_elegible,Huésped residente en Argentina,167603,0
R-1224,M. Silva,AR,DNI,si,Directo web,2026-08-27,2026-08-28,1,96800,96800,si,0,tarjeta,A,no_elegible,Huésped residente en Argentina,80000,0
R-1225,S. Johnson,AR,DNI,si,Expedia,2026-08-19,2026-08-23,4,87100,348400,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,287934,0
R-1226,D. Oliveira,AR,DNI,si,Directo web,2026-06-20,2026-06-22,2,100600,201200,si,4500,transferencia_local,B,no_elegible,Huésped residente en Argentina,166281,0
R-1227,F. Almeida,AR,DNI,si,Despegar,2026-07-03,2026-07-07,4,102600,410400,si,9800,tarjeta,B,no_elegible,Huésped residente en Argentina,339174,0
R-1228,A. Costa,CO,Pasaporte,no,Walk-in,2026-06-19,2026-06-24,5,106800,534000,si,4500,transferencia_exterior,A,fuga,Transferencia desde banco del exterior,441322,92678
R-1229,J. Pereira,FR,Pasaporte,no,Expedia,2026-07-27,2026-07-30,3,96600,289800,si,15200,efectivo_usd,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo usd)",239504,0
R-1230,M. Silva,AR,DNI,si,Telefono/WhatsApp,2026-06-28,2026-07-01,3,105300,315900,si,0,transferencia_local,B,no_elegible,Huésped residente en Argentina,261074,0
R-1231,E. Blanco,AR,DNI,si,Booking.com,2026-08-27,2026-08-30,3,100200,300600,si,22000,efectivo_ars,B,no_elegible,Huésped residente en Argentina,248430,0
R-1232,A. Costa,AR,DNI,si,Booking.com,2026-06-15,2026-06-17,2,91600,183200,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,151405,0
R-1233,D. Oliveira,UY,Pasaporte,si,Expedia,2026-08-13,2026-08-16,3,96600,289800,si,9800,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",239504,0
R-1234,S. Johnson,MX,Pasaporte,no,Booking.com,2026-07-02,2026-07-05,3,97100,291300,si,22000,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",240744,0
R-1235,M. Silva,AR,DNI,si,Booking.com,2026-07-06,2026-07-08,2,84000,168000,si,15200,efectivo_ars,B,no_elegible,Huésped residente en Argentina,138843,0
R-1236,J. Pereira,AR,DNI,si,Telefono/WhatsApp,2026-07-06,2026-07-08,2,98600,197200,si,0,tarjeta,A,no_elegible,Huésped residente en Argentina,162975,0
R-1237,D. Oliveira,AR,DNI,si,Booking.com,2026-06-13,2026-06-16,3,105900,317700,si,0,tarjeta,A,no_elegible,Huésped residente en Argentina,262562,0
R-1238,H. Weber,MX,Pasaporte,no,Expedia,2026-06-22,2026-06-23,1,98600,98600,si,22000,efectivo_usd,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo usd)",81488,0
R-1239,L. Fernandez,AR,DNI,si,Booking.com,2026-08-10,2026-08-14,4,105000,420000,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,347107,0
R-1240,J. Pereira,BR,Pasaporte,no,Booking.com,2026-06-15,2026-06-18,3,106300,318900,si,9800,tarjeta,T,riesgo_legajo,Tarjeta AMEX emitida en Brasil (BIN 438935),263554,55346
R-1241,J. Pereira,AR,DNI,si,Expedia,2026-07-03,2026-07-05,2,100400,200800,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,165950,0
R-1242,I. Petrov,AR,DNI,si,Booking.com,2026-08-25,2026-08-26,1,94400,94400,si,9800,tarjeta,B,no_elegible,Huésped residente en Argentina,78017,0
R-1243,N. Garcia,AR,DNI,si,Booking.com,2026-07-06,2026-07-09,3,93600,280800,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,232066,0
R-1244,M. Silva,AR,DNI,si,Booking.com,2026-07-09,2026-07-13,4,107400,429600,si,4500,tarjeta,B,no_elegible,Huésped residente en Argentina,355041,0
R-1245,I. Petrov,BR,Pasaporte,si,Booking.com,2026-06-26,2026-06-29,3,113400,340200,si,15200,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",281157,0
R-1246,N. Garcia,BR,Pasaporte,si,Despegar,2026-07-30,2026-08-01,2,108100,216200,si,0,tarjeta,T,correcto,Tarjeta VISA emitida en Brasil (BIN 516292),178678,37522
R-1247,T. Nakamura,AR,DNI,si,Directo web,2026-08-14,2026-08-15,1,99300,99300,si,4500,tarjeta,B,no_elegible,Huésped residente en Argentina,82066,0
R-1248,D. Oliveira,AR,DNI,si,Directo web,2026-09-04,2026-09-08,4,93300,373200,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,308430,0
R-1249,F. Almeida,AR,DNI,si,Booking.com,2026-08-23,2026-08-25,2,94500,189000,si,4500,tarjeta,B,no_elegible,Huésped residente en Argentina,156198,0
R-1250,N. Garcia,AR,DNI,si,Booking.com,2026-07-27,2026-07-31,4,84400,337600,si,9800,tarjeta,B,no_elegible,Huésped residente en Argentina,279008,0
R-1251,M. Silva,AR,DNI,si,Despegar,2026-08-14,2026-08-18,4,103300,413200,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,341488,0
R-1252,I. Petrov,BR,Pasaporte,no,Directo web,2026-07-16,2026-07-20,4,98000,392000,si,0,tarjeta,B,fuga,Tarjeta MASTERCARD emitida en Brasil (BIN 438935),323967,68033
R-1253,P. Dubois,AR,DNI,si,Directo web,2026-07-01,2026-07-03,2,104100,208200,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,172066,0
R-1254,C. Rossi,AR,DNI,si,Despegar,2026-07-29,2026-08-03,5,83800,419000,si,9800,tarjeta,B,no_elegible,Huésped residente en Argentina,346281,0
R-1255,N. Garcia,AR,DNI,si,Expedia,2026-08-06,2026-08-09,3,96800,290400,si,0,efectivo_ars,B,no_elegible,Huésped residente en Argentina,240000,0
R-1256,H. Weber,AR,DNI,si,Booking.com,2026-08-31,2026-09-02,2,92300,184600,si,4500,tarjeta,B,no_elegible,Huésped residente en Argentina,152562,0
R-1257,M. Silva,AR,DNI,si,Booking.com,2026-07-14,2026-07-18,4,94100,376400,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,311074,0
R-1258,S. Johnson,AR,DNI,si,Telefono/WhatsApp,2026-07-18,2026-07-20,2,115000,230000,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,190083,0
R-1259,V. Romero,AR,DNI,si,Directo web,2026-08-21,2026-08-23,2,107900,215800,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,178347,0
R-1260,I. Petrov,AR,DNI,si,Telefono/WhatsApp,2026-08-31,2026-09-04,4,96200,384800,si,9800,efectivo_ars,B,no_elegible,Huésped residente en Argentina,318017,0
R-1261,C. Rossi,AR,DNI,si,Directo web,2026-08-29,2026-08-30,1,93600,93600,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,77355,0
R-1262,K. Novak,AR,DNI,si,Booking.com,2026-08-26,2026-08-29,3,85900,257700,si,9800,tarjeta,B,no_elegible,Huésped residente en Argentina,212975,0
R-1263,C. Rossi,AR,DNI,si,Booking.com,2026-08-22,2026-08-23,1,103400,103400,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,85455,0
R-1264,V. Romero,BR,Pasaporte,no,Booking.com,2026-07-03,2026-07-05,2,106200,212400,si,0,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",175537,0
R-1265,J. Pereira,AR,DNI,si,Directo web,2026-06-26,2026-07-03,7,117200,820400,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,678017,0
R-1266,T. Nakamura,AR,DNI,si,Expedia,2026-07-26,2026-07-29,3,107600,322800,si,9800,tarjeta,B,no_elegible,Huésped residente en Argentina,266777,0
R-1267,S. Johnson,BR,Pasaporte,no,Booking.com,2026-07-07,2026-07-08,1,94900,94900,si,0,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",78430,0
R-1268,V. Romero,AR,DNI,si,Telefono/WhatsApp,2026-06-17,2026-06-20,3,105200,315600,si,0,efectivo_ars,B,no_elegible,Huésped residente en Argentina,260826,0
R-1269,K. Novak,BR,Pasaporte,si,Expedia,2026-07-30,2026-08-04,5,103700,518500,si,4500,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",428512,0
R-1270,G. Ferrari,US,Pasaporte,si,Walk-in,2026-09-07,2026-09-10,3,97500,292500,si,0,tarjeta,T,correcto,Tarjeta AMEX emitida en Estados Unidos (BIN 542418),241736,50764
R-1271,N. Garcia,UY,Pasaporte,no,Booking.com,2026-06-17,2026-06-19,2,95100,190200,si,22000,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",157190,0
R-1272,A. Costa,BR,Pasaporte,si,Telefono/WhatsApp,2026-09-05,2026-09-06,1,100800,100800,si,15200,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",83306,0
R-1273,F. Almeida,US,Pasaporte,no,Expedia,2026-06-30,2026-07-01,1,107400,107400,si,0,transferencia_exterior,B,fuga,Transferencia desde banco del exterior,88760,18640
R-1274,F. Almeida,AR,DNI,si,Booking.com,2026-07-26,2026-07-27,1,107600,107600,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,88926,0
R-1275,L. Fernandez,AR,DNI,si,Expedia,2026-08-11,2026-08-15,4,103500,414000,si,9800,tarjeta,B,no_elegible,Huésped residente en Argentina,342149,0
R-1276,N. Garcia,AR,DNI,si,Booking.com,2026-08-06,2026-08-11,5,101600,508000,si,4500,tarjeta,B,no_elegible,Huésped residente en Argentina,419835,0
R-1277,H. Weber,AR,DNI,si,Booking.com,2026-08-28,2026-08-31,3,104000,312000,si,15200,efectivo_ars,B,no_elegible,Huésped residente en Argentina,257851,0
R-1278,H. Weber,CL,Pasaporte,no,Walk-in,2026-09-03,2026-09-05,2,98100,196200,si,4500,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",162149,0
R-1279,H. Weber,CO,Pasaporte,si,Booking.com,2026-08-12,2026-08-15,3,88000,264000,si,0,tarjeta,T,correcto,Tarjeta AMEX emitida en Colombia (BIN 455708),218182,45818
R-1280,I. Petrov,BR,Pasaporte,si,Directo web,2026-08-17,2026-08-19,2,104100,208200,si,0,transferencia_exterior,B,fuga,Transferencia desde banco del exterior,172066,36134
R-1281,K. Novak,AR,DNI,si,Booking.com,2026-07-27,2026-07-28,1,91500,91500,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,75620,0
R-1282,H. Weber,AR,DNI,si,Booking.com,2026-07-03,2026-07-05,2,101100,202200,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,167107,0
R-1283,C. Rossi,AR,DNI,si,Expedia,2026-08-01,2026-08-05,4,115000,460000,si,22000,efectivo_ars,A,no_elegible,Huésped residente en Argentina,380165,0
R-1284,P. Dubois,AR,DNI,si,Booking.com,2026-08-10,2026-08-12,2,104700,209400,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,173058,0
R-1285,N. Garcia,AR,DNI,si,Walk-in,2026-07-21,2026-07-24,3,96000,288000,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,238017,0
R-1286,B. Lindqvist,AR,DNI,si,Booking.com,2026-08-20,2026-08-27,7,84600,592200,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,489421,0
R-1287,K. Novak,US,Pasaporte,si,Telefono/WhatsApp,2026-07-03,2026-07-07,4,94700,378800,si,4500,transferencia_exterior,B,fuga,Transferencia desde banco del exterior,313058,65742
R-1288,R. Muller,AR,DNI,si,Telefono/WhatsApp,2026-06-26,2026-06-27,1,94200,94200,si,0,efectivo_ars,B,no_elegible,Huésped residente en Argentina,77851,0
R-1289,A. Costa,US,Pasaporte,si,Booking.com,2026-06-19,2026-06-22,3,101600,304800,si,22000,tarjeta,T,correcto,Tarjeta MASTERCARD emitida en Estados Unidos (BIN 542418),251901,52899
R-1290,D. Oliveira,AR,DNI,si,Directo web,2026-07-17,2026-07-21,4,100200,400800,si,0,tarjeta,A,no_elegible,Huésped residente en Argentina,331240,0
R-1291,E. Blanco,AR,DNI,si,Despegar,2026-07-24,2026-07-27,3,106900,320700,si,9800,transferencia_local,B,no_elegible,Huésped residente en Argentina,265041,0
R-1292,I. Petrov,US,Pasaporte,si,Walk-in,2026-08-01,2026-08-02,1,95800,95800,si,4500,tarjeta,T,correcto,Tarjeta AMEX emitida en Estados Unidos (BIN 542418),79174,16626
R-1293,I. Petrov,AR,DNI,si,Directo web,2026-06-29,2026-06-30,1,99300,99300,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,82066,0
R-1294,G. Ferrari,CL,Pasaporte,si,Booking.com,2026-09-07,2026-09-08,1,97100,97100,si,0,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",80248,0
R-1295,V. Romero,AR,DNI,si,Booking.com,2026-08-18,2026-08-20,2,92400,184800,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,152727,0
