reserva_id,huesped,pais_residencia_declarado,documento_tipo,documento_en_legajo,canal,check_in,check_out,noches,tarifa_noche_ars,total_alojamiento_ars,desayuno_incluido,consumos_extra_ars,medio_pago,comprobante_clase
R-1218,L. Fernandez,AR,DNI,si,Booking.com,2026-07-06,2026-07-07,1,89700,89700,si,0,tarjeta,B
R-1219,A. Costa,AR,DNI,si,Booking.com,2026-08-22,2026-08-29,7,117000,819000,si,0,tarjeta,A
R-1220,J. Pereira,AR,DNI,si,Despegar,2026-09-07,2026-09-09,2,84700,169400,si,15200,tarjeta,B
R-1221,O. Ahmed,AR,DNI,si,Walk-in,2026-06-23,2026-06-30,7,101800,712600,si,0,tarjeta,B
R-1222,R. Muller,AR,DNI,si,Booking.com,2026-08-04,2026-08-05,1,95800,95800,si,0,efectivo_ars,B
R-1223,H. Weber,AR,DNI,si,Expedia,2026-06-22,2026-06-24,2,101400,202800,si,4500,efectivo_ars,B
R-1224,M. Silva,AR,DNI,si,Directo web,2026-08-27,2026-08-28,1,96800,96800,si,0,tarjeta,A
R-1225,S. Johnson,AR,DNI,si,Expedia,2026-08-19,2026-08-23,4,87100,348400,si,22000,tarjeta,B
R-1226,D. Oliveira,AR,DNI,si,Directo web,2026-06-20,2026-06-22,2,100600,201200,si,4500,transferencia_local,B
R-1227,F. Almeida,AR,DNI,si,Despegar,2026-07-03,2026-07-07,4,102600,410400,si,9800,tarjeta,B
R-1228,A. Costa,CO,Pasaporte,no,Walk-in,2026-06-19,2026-06-24,5,106800,534000,si,4500,transferencia_exterior,A
R-1229,J. Pereira,FR,Pasaporte,no,Expedia,2026-07-27,2026-07-30,3,96600,289800,si,15200,efectivo_usd,B
R-1230,M. Silva,AR,DNI,si,Telefono/WhatsApp,2026-06-28,2026-07-01,3,105300,315900,si,0,transferencia_local,B
R-1231,E. Blanco,AR,DNI,si,Booking.com,2026-08-27,2026-08-30,3,100200,300600,si,22000,efectivo_ars,B
R-1232,A. Costa,AR,DNI,si,Booking.com,2026-06-15,2026-06-17,2,91600,183200,si,0,tarjeta,B
R-1233,D. Oliveira,UY,Pasaporte,si,Expedia,2026-08-13,2026-08-16,3,96600,289800,si,9800,tarjeta,B
R-1234,S. Johnson,MX,Pasaporte,no,Booking.com,2026-07-02,2026-07-05,3,97100,291300,si,22000,efectivo_ars,B
R-1235,M. Silva,AR,DNI,si,Booking.com,2026-07-06,2026-07-08,2,84000,168000,si,15200,efectivo_ars,B
R-1236,J. Pereira,AR,DNI,si,Telefono/WhatsApp,2026-07-06,2026-07-08,2,98600,197200,si,0,tarjeta,A
R-1237,D. Oliveira,AR,DNI,si,Booking.com,2026-06-13,2026-06-16,3,105900,317700,si,0,tarjeta,A
R-1238,H. Weber,MX,Pasaporte,no,Expedia,2026-06-22,2026-06-23,1,98600,98600,si,22000,efectivo_usd,B
R-1239,L. Fernandez,AR,DNI,si,Booking.com,2026-08-10,2026-08-14,4,105000,420000,si,22000,tarjeta,B
R-1240,J. Pereira,BR,Pasaporte,no,Booking.com,2026-06-15,2026-06-18,3,106300,318900,si,9800,tarjeta,T
R-1241,J. Pereira,AR,DNI,si,Expedia,2026-07-03,2026-07-05,2,100400,200800,si,0,tarjeta,B
R-1242,I. Petrov,AR,DNI,si,Booking.com,2026-08-25,2026-08-26,1,94400,94400,si,9800,tarjeta,B
R-1243,N. Garcia,AR,DNI,si,Booking.com,2026-07-06,2026-07-09,3,93600,280800,si,22000,tarjeta,B
R-1244,M. Silva,AR,DNI,si,Booking.com,2026-07-09,2026-07-13,4,107400,429600,si,4500,tarjeta,B
R-1245,I. Petrov,BR,Pasaporte,si,Booking.com,2026-06-26,2026-06-29,3,113400,340200,si,15200,tarjeta,B
R-1246,N. Garcia,BR,Pasaporte,si,Despegar,2026-07-30,2026-08-01,2,108100,216200,si,0,tarjeta,T
R-1247,T. Nakamura,AR,DNI,si,Directo web,2026-08-14,2026-08-15,1,99300,99300,si,4500,tarjeta,B
R-1248,D. Oliveira,AR,DNI,si,Directo web,2026-09-04,2026-09-08,4,93300,373200,si,22000,tarjeta,B
R-1249,F. Almeida,AR,DNI,si,Booking.com,2026-08-23,2026-08-25,2,94500,189000,si,4500,tarjeta,B
R-1250,N. Garcia,AR,DNI,si,Booking.com,2026-07-27,2026-07-31,4,84400,337600,si,9800,tarjeta,B
R-1251,M. Silva,AR,DNI,si,Despegar,2026-08-14,2026-08-18,4,103300,413200,si,0,tarjeta,B
R-1252,I. Petrov,BR,Pasaporte,no,Directo web,2026-07-16,2026-07-20,4,98000,392000,si,0,tarjeta,B
R-1253,P. Dubois,AR,DNI,si,Directo web,2026-07-01,2026-07-03,2,104100,208200,si,0,tarjeta,B
R-1254,C. Rossi,AR,DNI,si,Despegar,2026-07-29,2026-08-03,5,83800,419000,si,9800,tarjeta,B
R-1255,N. Garcia,AR,DNI,si,Expedia,2026-08-06,2026-08-09,3,96800,290400,si,0,efectivo_ars,B
R-1256,H. Weber,AR,DNI,si,Booking.com,2026-08-31,2026-09-02,2,92300,184600,si,4500,tarjeta,B
R-1257,M. Silva,AR,DNI,si,Booking.com,2026-07-14,2026-07-18,4,94100,376400,si,22000,tarjeta,B
R-1258,S. Johnson,AR,DNI,si,Telefono/WhatsApp,2026-07-18,2026-07-20,2,115000,230000,si,0,tarjeta,B
R-1259,V. Romero,AR,DNI,si,Directo web,2026-08-21,2026-08-23,2,107900,215800,si,0,tarjeta,B
R-1260,I. Petrov,AR,DNI,si,Telefono/WhatsApp,2026-08-31,2026-09-04,4,96200,384800,si,9800,efectivo_ars,B
R-1261,C. Rossi,AR,DNI,si,Directo web,2026-08-29,2026-08-30,1,93600,93600,si,15200,tarjeta,B
R-1262,K. Novak,AR,DNI,si,Booking.com,2026-08-26,2026-08-29,3,85900,257700,si,9800,tarjeta,B
R-1263,C. Rossi,AR,DNI,si,Booking.com,2026-08-22,2026-08-23,1,103400,103400,si,0,tarjeta,B
R-1264,V. Romero,BR,Pasaporte,no,Booking.com,2026-07-03,2026-07-05,2,106200,212400,si,0,tarjeta,B
R-1265,J. Pereira,AR,DNI,si,Directo web,2026-06-26,2026-07-03,7,117200,820400,si,15200,tarjeta,B
R-1266,T. Nakamura,AR,DNI,si,Expedia,2026-07-26,2026-07-29,3,107600,322800,si,9800,tarjeta,B
R-1267,S. Johnson,BR,Pasaporte,no,Booking.com,2026-07-07,2026-07-08,1,94900,94900,si,0,tarjeta,B
R-1268,V. Romero,AR,DNI,si,Telefono/WhatsApp,2026-06-17,2026-06-20,3,105200,315600,si,0,efectivo_ars,B
R-1269,K. Novak,BR,Pasaporte,si,Expedia,2026-07-30,2026-08-04,5,103700,518500,si,4500,tarjeta,B
R-1270,G. Ferrari,US,Pasaporte,si,Walk-in,2026-09-07,2026-09-10,3,97500,292500,si,0,tarjeta,T
R-1271,N. Garcia,UY,Pasaporte,no,Booking.com,2026-06-17,2026-06-19,2,95100,190200,si,22000,efectivo_ars,B
R-1272,A. Costa,BR,Pasaporte,si,Telefono/WhatsApp,2026-09-05,2026-09-06,1,100800,100800,si,15200,efectivo_ars,B
R-1273,F. Almeida,US,Pasaporte,no,Expedia,2026-06-30,2026-07-01,1,107400,107400,si,0,transferencia_exterior,B
R-1274,F. Almeida,AR,DNI,si,Booking.com,2026-07-26,2026-07-27,1,107600,107600,si,15200,tarjeta,B
R-1275,L. Fernandez,AR,DNI,si,Expedia,2026-08-11,2026-08-15,4,103500,414000,si,9800,tarjeta,B
R-1276,N. Garcia,AR,DNI,si,Booking.com,2026-08-06,2026-08-11,5,101600,508000,si,4500,tarjeta,B
R-1277,H. Weber,AR,DNI,si,Booking.com,2026-08-28,2026-08-31,3,104000,312000,si,15200,efectivo_ars,B
R-1278,H. Weber,CL,Pasaporte,no,Walk-in,2026-09-03,2026-09-05,2,98100,196200,si,4500,tarjeta,B
R-1279,H. Weber,CO,Pasaporte,si,Booking.com,2026-08-12,2026-08-15,3,88000,264000,si,0,tarjeta,T
R-1280,I. Petrov,BR,Pasaporte,si,Directo web,2026-08-17,2026-08-19,2,104100,208200,si,0,transferencia_exterior,B
R-1281,K. Novak,AR,DNI,si,Booking.com,2026-07-27,2026-07-28,1,91500,91500,si,15200,tarjeta,B
R-1282,H. Weber,AR,DNI,si,Booking.com,2026-07-03,2026-07-05,2,101100,202200,si,22000,tarjeta,B
R-1283,C. Rossi,AR,DNI,si,Expedia,2026-08-01,2026-08-05,4,115000,460000,si,22000,efectivo_ars,A
R-1284,P. Dubois,AR,DNI,si,Booking.com,2026-08-10,2026-08-12,2,104700,209400,si,0,tarjeta,B
R-1285,N. Garcia,AR,DNI,si,Walk-in,2026-07-21,2026-07-24,3,96000,288000,si,22000,tarjeta,B
R-1286,B. Lindqvist,AR,DNI,si,Booking.com,2026-08-20,2026-08-27,7,84600,592200,si,22000,tarjeta,B
R-1287,K. Novak,US,Pasaporte,si,Telefono/WhatsApp,2026-07-03,2026-07-07,4,94700,378800,si,4500,transferencia_exterior,B
R-1288,R. Muller,AR,DNI,si,Telefono/WhatsApp,2026-06-26,2026-06-27,1,94200,94200,si,0,efectivo_ars,B
R-1289,A. Costa,US,Pasaporte,si,Booking.com,2026-06-19,2026-06-22,3,101600,304800,si,22000,tarjeta,T
R-1290,D. Oliveira,AR,DNI,si,Directo web,2026-07-17,2026-07-21,4,100200,400800,si,0,tarjeta,A
R-1291,E. Blanco,AR,DNI,si,Despegar,2026-07-24,2026-07-27,3,106900,320700,si,9800,transferencia_local,B
R-1292,I. Petrov,US,Pasaporte,si,Walk-in,2026-08-01,2026-08-02,1,95800,95800,si,4500,tarjeta,T
R-1293,I. Petrov,AR,DNI,si,Directo web,2026-06-29,2026-06-30,1,99300,99300,si,0,tarjeta,B
R-1294,G. Ferrari,CL,Pasaporte,si,Booking.com,2026-09-07,2026-09-08,1,97100,97100,si,0,tarjeta,B
R-1295,V. Romero,AR,DNI,si,Booking.com,2026-08-18,2026-08-20,2,92400,184800,si,0,tarjeta,B
R-1296,J. Pereira,BR,Pasaporte,si,Booking.com,2026-06-27,2026-07-01,4,103000,412000,si,0,transferencia_exterior,B
R-1297,S. Johnson,US,Pasaporte,no,Directo web,2026-07-12,2026-07-14,2,106600,213200,si,0,transferencia_exterior,B
R-1298,B. Lindqvist,BR,Pasaporte,si,Directo web,2026-07-26,2026-07-28,2,103900,207800,si,0,transferencia_exterior,T
R-1299,N. Garcia,AR,DNI,si,Telefono/WhatsApp,2026-07-15,2026-07-16,1,105500,105500,si,15200,tarjeta,B
R-1300,D. Oliveira,AR,DNI,si,Telefono/WhatsApp,2026-06-21,2026-06-22,1,95400,95400,si,0,transferencia_local,B
R-1301,I. Petrov,US,Pasaporte,si,Expedia,2026-06-24,2026-06-27,3,95300,285900,si,15200,tarjeta,T
R-1302,C. Rossi,MX,Pasaporte,no,Booking.com,2026-06-14,2026-06-15,1,109900,109900,si,0,tarjeta,B
R-1303,B. Lindqvist,AR,DNI,si,Booking.com,2026-08-16,2026-08-17,1,115100,115100,si,15200,transferencia_local,B
R-1304,M. Silva,AR,DNI,si,Expedia,2026-08-30,2026-09-01,2,94000,188000,si,0,transferencia_local,B
R-1305,H. Weber,AR,DNI,si,Booking.com,2026-09-03,2026-09-05,2,104800,209600,si,9800,tarjeta,B
R-1306,I. Petrov,FR,Pasaporte,si,Telefono/WhatsApp,2026-08-05,2026-08-06,1,87200,87200,si,9800,tarjeta,B
R-1307,K. Novak,AR,DNI,si,Booking.com,2026-06-20,2026-06-27,7,99700,697900,si,0,tarjeta,B
R-1308,A. Costa,AR,DNI,si,Booking.com,2026-09-04,2026-09-05,1,95400,95400,si,15200,efectivo_ars,B
R-1309,J. Pereira,AR,DNI,si,Directo web,2026-06-18,2026-06-19,1,105900,105900,si,15200,transferencia_local,B
R-1310,O. Ahmed,AR,DNI,si,Booking.com,2026-07-18,2026-07-20,2,97200,194400,si,0,tarjeta,B
R-1311,H. Weber,UY,Pasaporte,no,Booking.com,2026-06-22,2026-06-26,4,101400,405600,si,0,efectivo_ars,B
R-1312,G. Ferrari,AR,DNI,si,Directo web,2026-09-01,2026-09-05,4,98100,392400,si,15200,tarjeta,B
R-1313,O. Ahmed,US,Pasaporte,si,Booking.com,2026-07-26,2026-07-28,2,117600,235200,si,0,efectivo_usd,B
R-1314,F. Almeida,AR,DNI,si,Directo web,2026-06-20,2026-06-25,5,94300,471500,si,0,tarjeta,B
R-1315,V. Romero,AR,DNI,si,Booking.com,2026-07-21,2026-07-22,1,104100,104100,si,0,efectivo_ars,A
R-1316,E. Blanco,AR,DNI,si,Booking.com,2026-08-23,2026-08-27,4,116200,464800,si,0,tarjeta,B
R-1317,J. Pereira,AR,DNI,si,Booking.com,2026-08-22,2026-08-25,3,108600,325800,si,4500,efectivo_ars,B
R-1318,O. Ahmed,AR,DNI,si,Telefono/WhatsApp,2026-06-30,2026-07-04,4,107400,429600,si,9800,efectivo_ars,B
R-1319,F. Almeida,BR,Pasaporte,no,Despegar,2026-09-06,2026-09-07,1,111600,111600,si,4500,tarjeta,B
R-1320,R. Muller,CO,Pasaporte,si,Directo web,2026-06-18,2026-06-19,1,91300,91300,si,9800,tarjeta,B
R-1321,H. Weber,AR,DNI,si,Walk-in,2026-07-04,2026-07-06,2,112500,225000,si,0,tarjeta,B
R-1322,M. Silva,AR,DNI,si,Booking.com,2026-06-25,2026-07-02,7,101700,711900,si,22000,tarjeta,B
R-1323,P. Dubois,AR,DNI,si,Telefono/WhatsApp,2026-08-31,2026-09-04,4,87200,348800,si,4500,efectivo_ars,B
R-1324,R. Muller,DE,Pasaporte,no,Booking.com,2026-08-07,2026-08-09,2,115600,231200,si,15200,efectivo_ars,B
R-1325,A. Costa,UY,Pasaporte,si,Directo web,2026-07-18,2026-07-20,2,107700,215400,si,0,transferencia_exterior,T
R-1326,M. Silva,AR,DNI,si,Despegar,2026-07-31,2026-08-01,1,117200,117200,si,0,tarjeta,B
R-1327,O. Ahmed,AR,DNI,si,Walk-in,2026-07-28,2026-07-29,1,95900,95900,si,22000,tarjeta,B
R-1328,T. Nakamura,AR,DNI,si,Directo web,2026-08-19,2026-08-20,1,94600,94600,si,0,tarjeta,A
R-1329,I. Petrov,AR,DNI,si,Booking.com,2026-09-06,2026-09-08,2,110600,221200,si,0,tarjeta,B
R-1330,I. Petrov,AR,DNI,si,Despegar,2026-07-11,2026-07-16,5,93600,468000,si,0,transferencia_local,B
R-1331,J. Pereira,UY,Pasaporte,si,Directo web,2026-07-28,2026-08-04,7,99700,697900,si,9800,tarjeta,T
R-1332,H. Weber,MX,Pasaporte,si,Walk-in,2026-08-15,2026-08-16,1,111300,111300,si,0,tarjeta,T
R-1333,D. Oliveira,AR,DNI,si,Telefono/WhatsApp,2026-08-09,2026-08-13,4,106200,424800,si,22000,tarjeta,B
R-1334,B. Lindqvist,ES,Pasaporte,si,Expedia,2026-07-24,2026-07-27,3,106300,318900,si,0,transferencia_exterior,T
R-1335,N. Garcia,BR,Pasaporte,si,Despegar,2026-08-18,2026-08-23,5,94500,472500,si,9800,tarjeta,B
R-1336,J. Pereira,BR,Pasaporte,si,Booking.com,2026-06-28,2026-07-01,3,101100,303300,si,0,tarjeta,B
R-1337,E. Blanco,US,Pasaporte,no,Telefono/WhatsApp,2026-06-21,2026-06-25,4,114500,458000,si,9800,tarjeta,B
R-1338,G. Ferrari,US,Pasaporte,si,Booking.com,2026-07-28,2026-07-30,2,90900,181800,si,22000,tarjeta,A
R-1339,M. Silva,AR,DNI,si,Booking.com,2026-07-11,2026-07-13,2,104100,208200,si,22000,tarjeta,B
R-1340,V. Romero,CO,Pasaporte,no,Booking.com,2026-07-14,2026-07-15,1,86600,86600,si,0,tarjeta,B
R-1341,D. Oliveira,CO,Pasaporte,no,Booking.com,2026-06-15,2026-06-16,1,104800,104800,si,4500,tarjeta,B
R-1342,O. Ahmed,US,Pasaporte,no,Despegar,2026-07-24,2026-07-27,3,115800,347400,si,22000,tarjeta,B
R-1343,G. Ferrari,AR,DNI,si,Booking.com,2026-06-13,2026-06-16,3,101700,305100,si,15200,tarjeta,B
R-1344,G. Ferrari,AR,DNI,si,Despegar,2026-08-02,2026-08-04,2,95400,190800,si,4500,tarjeta,B
R-1345,J. Pereira,AR,DNI,si,Booking.com,2026-07-16,2026-07-20,4,90300,361200,si,0,tarjeta,B
R-1346,D. Oliveira,AR,DNI,si,Directo web,2026-08-17,2026-08-20,3,102300,306900,si,22000,transferencia_local,B
R-1347,S. Johnson,AR,DNI,si,Booking.com,2026-08-03,2026-08-04,1,108100,108100,si,0,transferencia_local,B
R-1348,S. Johnson,BR,Pasaporte,si,Despegar,2026-07-17,2026-07-18,1,116600,116600,si,22000,tarjeta,T
R-1349,D. Oliveira,AR,DNI,si,Directo web,2026-09-04,2026-09-06,2,117800,235600,si,15200,tarjeta,B
R-1350,S. Johnson,AR,DNI,si,Telefono/WhatsApp,2026-08-02,2026-08-09,7,110200,771400,si,15200,transferencia_local,B
R-1351,A. Costa,AR,DNI,si,Booking.com,2026-07-20,2026-07-22,2,97900,195800,si,0,transferencia_local,B
R-1352,C. Rossi,AR,DNI,si,Telefono/WhatsApp,2026-06-18,2026-06-20,2,95000,190000,si,0,transferencia_local,B
R-1353,T. Nakamura,AR,DNI,si,Directo web,2026-08-14,2026-08-18,4,111400,445600,si,22000,tarjeta,B
R-1354,L. Fernandez,CL,Pasaporte,si,Booking.com,2026-08-21,2026-08-24,3,98500,295500,si,0,efectivo_ars,B
R-1355,V. Romero,AR,DNI,si,Booking.com,2026-09-05,2026-09-10,5,107200,536000,si,0,tarjeta,B
R-1356,T. Nakamura,AR,DNI,si,Booking.com,2026-06-15,2026-06-18,3,100800,302400,si,4500,efectivo_ars,A
R-1357,T. Nakamura,UY,Pasaporte,no,Booking.com,2026-07-26,2026-07-27,1,95200,95200,si,0,tarjeta,B
R-1358,L. Fernandez,AR,DNI,si,Booking.com,2026-09-02,2026-09-04,2,101500,203000,si,0,transferencia_local,B
R-1359,C. Rossi,AR,DNI,si,Booking.com,2026-09-01,2026-09-03,2,99100,198200,si,15200,tarjeta,B
R-1360,T. Nakamura,AR,DNI,si,Booking.com,2026-06-19,2026-06-22,3,102800,308400,si,15200,tarjeta,B
R-1361,A. Costa,UY,Pasaporte,si,Telefono/WhatsApp,2026-08-30,2026-08-31,1,109500,109500,si,22000,tarjeta,T
R-1362,N. Garcia,AR,DNI,si,Despegar,2026-06-11,2026-06-14,3,93700,281100,si,0,tarjeta,B
R-1363,I. Petrov,AR,DNI,si,Expedia,2026-08-15,2026-08-17,2,99200,198400,si,22000,efectivo_ars,B
R-1364,B. Lindqvist,AR,DNI,si,Directo web,2026-07-29,2026-07-31,2,101600,203200,si,9800,tarjeta,B
R-1365,I. Petrov,CL,Pasaporte,si,Directo web,2026-08-10,2026-08-13,3,103400,310200,si,9800,tarjeta,B
R-1366,I. Petrov,AR,DNI,si,Booking.com,2026-08-17,2026-08-21,4,86100,344400,si,15200,tarjeta,B
R-1367,V. Romero,BR,Pasaporte,si,Expedia,2026-06-14,2026-06-16,2,111900,223800,si,0,efectivo_ars,B
R-1368,L. Fernandez,AR,DNI,si,Booking.com,2026-07-03,2026-07-07,4,116500,466000,si,4500,transferencia_local,B
R-1369,B. Lindqvist,US,Pasaporte,no,Despegar,2026-07-07,2026-07-14,7,90600,634200,si,0,transferencia_exterior,B
R-1370,D. Oliveira,US,Pasaporte,si,Directo web,2026-07-05,2026-07-08,3,98800,296400,si,15200,tarjeta,A
R-1371,O. Ahmed,AR,DNI,si,Booking.com,2026-06-27,2026-07-02,5,96700,483500,si,4500,tarjeta,B
R-1372,J. Pereira,BR,Pasaporte,si,Booking.com,2026-07-24,2026-07-25,1,111400,111400,si,0,tarjeta,T
R-1373,D. Oliveira,BR,Pasaporte,si,Booking.com,2026-07-13,2026-07-16,3,85700,257100,si,0,efectivo_usd,B
R-1374,S. Johnson,AR,DNI,si,Telefono/WhatsApp,2026-08-13,2026-08-15,2,96200,192400,si,22000,transferencia_local,B
R-1375,O. Ahmed,BR,Pasaporte,si,Expedia,2026-08-11,2026-08-12,1,102400,102400,si,15200,efectivo_ars,B
R-1376,T. Nakamura,AR,DNI,si,Booking.com,2026-07-22,2026-07-24,2,105600,211200,si,4500,tarjeta,B
R-1377,R. Muller,AR,DNI,si,Booking.com,2026-08-07,2026-08-08,1,106500,106500,si,0,tarjeta,B
R-1378,M. Silva,BR,Pasaporte,no,Directo web,2026-07-24,2026-07-26,2,93900,187800,si,0,efectivo_ars,B
R-1379,C. Rossi,AR,DNI,si,Telefono/WhatsApp,2026-08-01,2026-08-05,4,110600,442400,si,0,efectivo_ars,B
R-1380,M. Silva,CL,Pasaporte,no,Booking.com,2026-07-25,2026-07-27,2,116700,233400,si,0,tarjeta,A
R-1381,O. Ahmed,AR,DNI,si,Telefono/WhatsApp,2026-07-22,2026-07-25,3,87500,262500,si,0,tarjeta,A
R-1382,J. Pereira,AR,DNI,si,Booking.com,2026-07-21,2026-07-23,2,97300,194600,si,0,tarjeta,B
R-1383,K. Novak,AR,DNI,si,Booking.com,2026-07-28,2026-07-30,2,98500,197000,si,4500,efectivo_ars,B
R-1384,B. Lindqvist,AR,DNI,si,Directo web,2026-07-24,2026-07-28,4,112700,450800,si,15200,tarjeta,B
R-1385,L. Fernandez,UY,Pasaporte,si,Directo web,2026-07-10,2026-07-15,5,100000,500000,si,22000,transferencia_exterior,T
R-1386,E. Blanco,CO,Pasaporte,si,Booking.com,2026-06-22,2026-06-24,2,96400,192800,si,4500,tarjeta,B
R-1387,C. Rossi,AR,DNI,si,Booking.com,2026-07-07,2026-07-12,5,104200,521000,si,0,tarjeta,B
R-1388,A. Costa,AR,DNI,si,Directo web,2026-06-22,2026-06-25,3,104500,313500,si,22000,tarjeta,B
R-1389,B. Lindqvist,UY,Pasaporte,si,Booking.com,2026-07-09,2026-07-10,1,91800,91800,si,0,efectivo_ars,B
R-1390,T. Nakamura,US,Pasaporte,no,Booking.com,2026-08-22,2026-08-25,3,98500,295500,si,9800,tarjeta,B
R-1391,O. Ahmed,AR,DNI,si,Booking.com,2026-06-13,2026-06-15,2,101100,202200,si,22000,efectivo_ars,B
R-1392,K. Novak,UY,Pasaporte,si,Directo web,2026-06-21,2026-06-25,4,95300,381200,si,0,transferencia_exterior,T
R-1393,K. Novak,AR,DNI,si,Directo web,2026-06-11,2026-06-18,7,84800,593600,si,22000,tarjeta,B
R-1394,E. Blanco,AR,DNI,si,Booking.com,2026-08-10,2026-08-11,1,84000,84000,si,0,tarjeta,A
R-1395,A. Costa,UY,Pasaporte,no,Booking.com,2026-07-14,2026-07-17,3,83900,251700,si,22000,efectivo_ars,A
R-1396,V. Romero,AR,DNI,si,Expedia,2026-06-20,2026-06-23,3,104100,312300,si,4500,efectivo_ars,B
R-1397,O. Ahmed,CO,Pasaporte,no,Expedia,2026-08-01,2026-08-03,2,110400,220800,si,4500,efectivo_ars,B
R-1398,M. Silva,US,Pasaporte,si,Telefono/WhatsApp,2026-07-31,2026-08-01,1,101300,101300,si,15200,tarjeta,T
R-1399,R. Muller,UY,Pasaporte,si,Telefono/WhatsApp,2026-08-07,2026-08-09,2,117800,235600,si,9800,tarjeta,B
R-1400,H. Weber,CO,Pasaporte,no,Booking.com,2026-08-18,2026-08-19,1,89300,89300,si,0,tarjeta,T
R-1401,G. Ferrari,AR,DNI,si,Despegar,2026-07-05,2026-07-10,5,106000,530000,si,0,tarjeta,B
R-1402,S. Johnson,AR,DNI,si,Despegar,2026-08-01,2026-08-03,2,97900,195800,si,22000,tarjeta,B
R-1403,V. Romero,AR,DNI,si,Booking.com,2026-06-24,2026-06-25,1,92900,92900,si,0,tarjeta,B
R-1404,N. Garcia,FR,Pasaporte,no,Despegar,2026-06-24,2026-06-29,5,102100,510500,si,0,tarjeta,B
R-1405,J. Pereira,AR,DNI,si,Despegar,2026-07-02,2026-07-04,2,103700,207400,si,0,transferencia_local,B
R-1406,S. Johnson,AR,DNI,si,Expedia,2026-07-16,2026-07-20,4,86300,345200,si,0,tarjeta,B
R-1407,N. Garcia,AR,DNI,si,Expedia,2026-08-31,2026-09-01,1,106000,106000,si,15200,efectivo_ars,B
R-1408,H. Weber,AR,DNI,si,Booking.com,2026-09-05,2026-09-06,1,117500,117500,si,0,efectivo_ars,B
R-1409,L. Fernandez,AR,DNI,si,Booking.com,2026-08-09,2026-08-10,1,96200,96200,si,22000,efectivo_ars,A
R-1410,D. Oliveira,DE,Pasaporte,si,Despegar,2026-09-01,2026-09-02,1,100000,100000,si,15200,tarjeta,B
R-1411,F. Almeida,AR,DNI,si,Directo web,2026-08-05,2026-08-09,4,102000,408000,si,0,efectivo_ars,B
R-1412,L. Fernandez,AR,DNI,si,Despegar,2026-06-20,2026-06-23,3,94200,282600,si,0,transferencia_local,B
R-1413,O. Ahmed,AR,DNI,si,Telefono/WhatsApp,2026-07-03,2026-07-04,1,100400,100400,si,0,tarjeta,A
R-1414,T. Nakamura,AR,DNI,si,Booking.com,2026-08-16,2026-08-18,2,108400,216800,si,9800,efectivo_ars,A
R-1415,A. Costa,DE,Pasaporte,no,Booking.com,2026-06-12,2026-06-14,2,100200,200400,si,0,efectivo_ars,B
R-1416,E. Blanco,MX,Pasaporte,no,Booking.com,2026-08-07,2026-08-09,2,115500,231000,si,4500,tarjeta,A
R-1417,H. Weber,US,Pasaporte,si,Booking.com,2026-08-22,2026-08-29,7,94800,663600,si,15200,tarjeta,B
R-1418,M. Silva,AR,DNI,si,Despegar,2026-08-05,2026-08-07,2,96000,192000,si,9800,tarjeta,B
R-1419,A. Costa,AR,DNI,si,Booking.com,2026-07-03,2026-07-05,2,102400,204800,si,15200,tarjeta,B
R-1420,K. Novak,MX,Pasaporte,si,Booking.com,2026-08-12,2026-08-15,3,92700,278100,si,9800,efectivo_ars,B
R-1421,B. Lindqvist,AR,DNI,si,Telefono/WhatsApp,2026-07-09,2026-07-11,2,107400,214800,si,22000,tarjeta,A
R-1422,D. Oliveira,AR,DNI,si,Booking.com,2026-06-24,2026-07-01,7,103100,721700,si,0,efectivo_ars,B
R-1423,G. Ferrari,AR,DNI,si,Expedia,2026-07-16,2026-07-21,5,105100,525500,si,22000,efectivo_ars,B
R-1424,H. Weber,AR,DNI,si,Directo web,2026-08-13,2026-08-15,2,93500,187000,si,9800,tarjeta,B
R-1425,G. Ferrari,UY,Pasaporte,si,Booking.com,2026-08-29,2026-09-02,4,117700,470800,si,0,tarjeta,A
R-1426,T. Nakamura,UY,Pasaporte,si,Directo web,2026-08-29,2026-08-31,2,114100,228200,si,0,tarjeta,B
R-1427,R. Muller,UY,Pasaporte,si,Booking.com,2026-07-24,2026-07-27,3,116000,348000,si,0,tarjeta,B
R-1428,V. Romero,AR,DNI,si,Directo web,2026-09-06,2026-09-09,3,109800,329400,si,4500,tarjeta,B
R-1429,R. Muller,AR,DNI,si,Booking.com,2026-07-30,2026-07-31,1,87800,87800,si,4500,tarjeta,B
R-1430,I. Petrov,AR,DNI,si,Despegar,2026-06-26,2026-06-28,2,100200,200400,si,4500,tarjeta,A
R-1431,O. Ahmed,AR,DNI,si,Booking.com,2026-08-17,2026-08-22,5,107200,536000,si,0,tarjeta,B
R-1432,H. Weber,US,Pasaporte,no,Expedia,2026-08-08,2026-08-12,4,101400,405600,si,22000,tarjeta,B
R-1433,J. Pereira,AR,DNI,si,Booking.com,2026-06-24,2026-06-26,2,104900,209800,si,15200,transferencia_local,B
R-1434,M. Silva,BR,Pasaporte,si,Telefono/WhatsApp,2026-07-30,2026-07-31,1,103100,103100,si,0,tarjeta,T
R-1435,A. Costa,AR,DNI,si,Directo web,2026-08-28,2026-09-02,5,108200,541000,si,15200,transferencia_local,B
